date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
20130516,5.25,5.22,5.23,5.23,5.12,4.99,5,5.07,5.16,53.07,51.95,-15.08,-10.46,-19.06,-15.08,0.02,0.03,-0.02,0.89,1.52,0.73,0.08,-0.5,0.06,0.65,0.11,0.09,-0.08,-0.03,-0.04,5.25,-0.28,32,54.88,54.88,996.78,-15.39,17.42,1012.18,50,45.83,-16.2,25.68,36.06,68.18,-397.3,0.11,0.09,0.1,-0.04,24.78,99.81,0.77,-0.01,0.12,9.65,0.24,-99.14,-0.06,-0.07,34.78,0.07,0.75,10.96,21499,5.21,5.25,5.28,5.15,8977555,-1954.45,133.91,4095.05,0,0,63.29,2.87,-2.54,355430.55,-487529.12,0.94,45.7
20130517,5.33,5.26,5.25,5.24,5.13,5,5,5.07,5.16,64.79,57.23,-4.95,-8.62,5.17,-4.95,0.02,0.03,-0.01,0.89,1.52,1.91,1.62,0.85,-0.55,0.29,0.17,0,-0.13,-0.01,-0.01,5.24,-0.19,50,62.34,64.63,996.89,-15.39,18.41,1012.28,50,50,145.81,84.6,99.03,56.52,-397.17,0.23,0.11,0.11,0.05,24.73,101.72,0.57,0.08,0.56,9.05,0.24,-99.06,-0.08,-0.04,50,0.07,0.74,37.74,41642,5.23,5.24,5.28,5.16,9019197,-16294.7,152.17,7812.76,0.01,0,75,2.3,-3.06,356065.1,-482097.55,2.57,142.32
20130520,5.63,5.38,5.32,5.28,5.14,5.01,5,5.07,5.16,83.42,70.48,-2.4,-6.55,0.15,-2.4,0.05,0.04,0.02,0.89,1.52,5.79,6.79,6.15,-2.1,-1,0.3,0.17,-0.43,0.05,0.27,5.27,0.16,97.87,98.59,98.81,997.02,-15.38,20.12,1012.4,58.33,54.17,255.98,178.37,187.29,90,-396.37,0.35,0.14,0.12,0.36,25.03,108.9,6.43,1.05,6.38,9.84,0.25,-98.72,-0.06,0.02,97.87,0.09,0.77,51.31,62190,5.32,5.27,5.3,5.17,9081387,58636.29,175.42,11046.18,0.01,0,89.27,2.93,-2.54,359565.47,-432345.55,1.95,187.72
20130521,5.79,5.52,5.41,5.33,5.16,5.02,5.01,5.08,5.16,87.61,74.99,0.04,-4.35,2.47,0.04,0.09,0.05,0.04,0.89,1.52,6.43,8.71,8.66,-3.52,-2.28,0.33,-0.27,-0.54,0.11,0.54,5.33,0.59,81.58,85.26,87.61,997.19,-15.35,22.73,1012.54,58.33,58.33,301.51,298.69,310.43,78.79,-395.79,0.33,0.18,0.14,0.53,25.49,111.35,8.43,2.19,16.55,12.04,0.29,-98.53,-0.01,0.13,81.58,0.12,0.72,66.83,79586,5.44,5.33,5.33,5.19,9160973,12058.48,228.12,13745.42,0.01,0,96.51,2.33,-3.06,361827.24,-386523.31,3.59,201.08
20130522,5.8,5.61,5.48,5.37,5.19,5.04,5.02,5.08,5.17,87.85,75.25,1.62,-2.36,3.21,1.62,0.11,0.06,0.05,0.89,1.52,4.32,7.67,8.6,-4.41,-3.35,-0.26,-0.53,-0.47,0.17,0.61,5.39,0.98,82.89,86.17,88.5,997.36,-15.33,25.16,1012.69,58.33,58.33,200.41,260.1,287.26,31.25,-396.17,0.24,0.2,0.15,0.54,25.93,111.54,8.21,3.11,27.88,15.1,0.3,-98.4,0.09,0.27,82.89,0.14,0.79,66.83,70134,5.56,5.39,5.34,5.21,9231107,5844.5,275.64,12092.07,0,0,100,2.93,-2.54,361948.37,-412823.56,2.92,120.31
20130523,5.55,5.59,5.49,5.39,5.2,5.05,5.02,5.08,5.17,56.36,58.74,25.81,7.03,50,25.81,0.11,0.07,0.04,0.89,1.52,-1.25,2.47,3.79,-2.71,-3.72,-0.78,-0.72,0.08,0.2,0.29,5.42,0.44,50,59.57,66.37,997.55,-15.3,26.22,1012.85,58.33,54.17,99.44,155.52,189.12,1.92,-397.13,0.26,0.23,0.16,0.3,26.39,105.71,5.71,3.51,34.89,17.72,0.28,-98.66,0.14,0.34,50,0.14,0.33,43.47,48896,5.62,5.42,5.35,5.22,9182211,-48896,224.24,8810.09,-0.01,0,84.86,2.33,-3.1,359840.78,-459838.95,0.56,37.73
20130524,5.64,5.61,5.52,5.41,5.21,5.05,5.03,5.09,5.17,62.21,62.01,30.06,14.71,34.31,30.06,0.12,0.08,0.04,0.89,1.52,-0.74,3.37,5.2,-0.71,-4.11,-0.63,0.17,0.15,0.23,0.4,5.46,0.53,61.84,69.15,74.34,997.73,-15.29,27.1,1013.02,66.67,54.17,80.13,136.13,172.41,66.67,-396.79,0.18,0.24,0.17,0.39,26.73,105.82,8.67,4.31,39.96,20.21,0.28,-98.56,0.19,0.42,61.33,0.15,0.51,41.63,42816,5.68,5.46,5.36,5.23,9225027,4757.33,241.44,7591.49,0,0,73.48,2.93,-2.52,360535.1,-445566.95,1.66,9.64
20130527,5.6,5.61,5.53,5.43,5.22,5.06,5.03,5.09,5.18,58.06,59.71,31.32,20.24,32.57,31.32,0.12,0.09,0.03,0.89,1.52,-1.34,1.84,4.09,1.27,-3.18,0.13,0.11,0.2,0.18,0.43,5.5,0.48,56.58,63.74,70.8,997.92,-15.26,27.92,1013.18,58.33,50,68.37,122.7,158.47,3.85,-397.72,0.13,0.25,0.17,0.36,26.83,99.47,6.46,4.64,42.63,22.33,0.28,-98.68,0.24,0.45,54.79,0.15,0.38,41.63,18501,5.68,5.5,5.38,5.24,9206526,-15654.69,215.99,3303.75,0,0,71.76,2.33,-3.11,360403.88,-462644.79,0.51,-53.82
20130528,5.6,5.6,5.54,5.45,5.24,5.07,5.04,5.09,5.18,58.06,59.71,27.27,22.58,23.22,27.27,0.12,0.09,0.02,0.89,1.52,-0.67,1.1,3.71,0.88,-1.78,0.11,0.2,-0.05,0.1,0.4,5.54,0.41,56.58,60.71,70.8,998.12,-15.23,28.69,1013.35,58.33,45.83,58.63,109.92,145.29,50,-397.72,0.15,0.23,0.17,0.33,26.79,96.72,6.87,4.98,43.44,24.06,0.28,-98.68,0.28,0.43,54.79,0.15,0.38,41.63,22467,5.64,5.54,5.4,5.25,9206526,-16475.8,200.31,4011.96,0,0,60.12,2.93,-2.52,360403.88,-462644.79,2.07,-45.85
20130529,5.64,5.62,5.56,5.46,5.25,5.08,5.04,5.1,5.18,61.74,61.41,21.99,22.39,16.72,21.99,0.12,0.1,0.02,0.89,1.52,0.61,1.02,4.13,0.45,-0.41,0.24,-0.01,0,0.02,0.44,5.58,0.54,61.84,61.84,74.34,998.31,-15.21,29.4,1013.52,66.67,50,54.05,102.5,137.62,29.17,-398.13,0.12,0.2,0.17,0.31,26.44,97.24,9.09,5.61,43.44,25.55,0.28,-98.63,0.33,0.39,56.72,0.15,0.71,41.63,18557,5.61,5.58,5.42,5.26,9225083,-3092.83,198.68,3290.25,0,0,48.89,2.33,-3.1,360536.43,-470376.87,1.22,-56.47
20130530,5.81,5.68,5.61,5.5,5.27,5.09,5.05,5.1,5.18,73.56,67.73,13.29,19.35,4.58,13.29,0.13,0.11,0.03,0.89,1.52,2.69,3.03,6.75,-0.79,-0.35,0.16,0.17,-0.21,0.02,0.56,5.64,0.6,84.21,84.21,89.38,998.52,-15.18,30.84,1013.7,66.67,54.17,89.31,140.56,172.83,77.27,-397.59,0.22,0.19,0.18,0.42,26.16,104.68,11.73,6.56,45.06,27.35,0.27,-98.46,0.39,0.45,81.25,0.16,0.75,56.17,58612,5.66,5.64,5.44,5.27,9283695,21313.45,191.24,10088.12,0,0,46,2.96,-2.52,362303.11,-438406.69,6.16,26.48
20130531,5.71,5.69,5.63,5.52,5.28,5.1,5.05,5.11,5.19,60.39,61.29,10.71,16.47,8.13,10.71,0.13,0.11,0.02,0.89,1.52,0.67,0.58,4.56,-0.94,0.09,0.07,-0.31,-0.11,0,0.38,5.68,0.39,68.83,69.23,79.13,998.75,-15.14,32.44,1013.89,66.67,54.17,83.9,127.88,159.49,14.58,-398.3,0.24,0.19,0.19,0.29,26.04,101.24,9.81,7.06,45.58,28.88,0.27,-98.7,0.43,0.44,41.46,0.17,0.49,60.65,54228,5.67,5.68,5.46,5.27,9229467,-54228,175.24,9497.02,0,0,70.09,2.33,-3.12,361369.75,-476818.19,6.53,13.93
20130603,5.69,5.69,5.64,5.53,5.3,5.11,5.06,5.11,5.19,57.9,60.05,9.76,14.23,8.81,9.76,0.13,0.11,0.01,0.89,1.52,0,0.12,3.88,-1.08,-0.12,-0.33,-0.13,-0.05,0.01,0.06,5.68,-0.21,65.33,66.67,77.39,998.98,-15.11,32.63,1014.08,58.33,54.17,30.42,76.91,108.88,91.67,-397.46,0.12,0.17,0.2,0.23,25.84,101.61,8.38,7.26,44.85,30.05,0.28,-98.72,0.41,0.37,36.59,0.17,0.44,34.45,24143,5.69,5.68,5.48,5.28,9205324,16095.33,172.02,4243.06,-0.01,0,76.6,2.96,-2.53,361285.19,-456699.03,0.12,-44.87
20130604,5.6,5.66,5.63,5.54,5.31,5.12,5.06,5.11,5.19,47.36,54.6,8.25,12.24,6.74,8.25,0.12,0.12,0,0.89,1.52,-1.58,-1.13,1.91,0.15,-0.45,-0.22,-0.14,0.21,0.03,-0.19,5.66,-0.73,53.33,55.13,69.57,999.21,-15.08,32.94,1014.29,50,50,6.72,63.44,93.98,8.82,-398.29,0.17,0.17,0.21,0.1,25.75,100,5.07,6.92,41.91,30.55,0.27,-98.86,0.34,0.25,14.63,0.17,0.23,37.29,21021,5.69,5.66,5.5,5.29,9184303,-13601.82,172.31,3753.75,0,0,66.49,2.33,-3.14,360952.69,-474010.44,-0.5,-44.59
20130605,5.99,5.77,5.7,5.58,5.33,5.14,5.07,5.12,5.2,72.96,68.23,4.12,9.53,0,4.12,0.14,0.12,0.02,0.89,1.52,3.99,5.4,8.22,-0.36,-1.41,0.25,0.6,-0.28,0.08,0.19,5.68,-0.42,100,100,100,999.46,-15.04,34.21,1014.5,50,54.17,161.39,138.47,166.4,72.92,-397.83,0.24,0.2,0.23,0.45,25.8,106.21,6.39,6.84,43.2,31.83,0.29,-98.47,0.3,0.2,100,0.17,0.75,55.25,62375,5.76,5.68,5.54,5.3,9246678,62375,202.93,10413.19,0.01,0,81.53,3.03,-2.53,365296.67,-445421.9,0,67.85
20130606,6.1,5.88,5.77,5.63,5.35,5.15,5.08,5.13,5.2,76.78,70.91,2.06,7.04,0,2.06,0.16,0.13,0.03,0.89,1.52,4.85,6.31,9.38,-1.42,-1.46,0.71,-0.17,-0.41,0.08,0.55,5.74,0.26,78.64,80.87,85.03,999.73,-14.98,36.23,1014.71,50,54.17,244.13,192.25,220.91,29.17,-398.25,0.24,0.23,0.23,0.52,25.94,104.99,5.35,6.61,47.64,33.88,0.32,-98.36,0.32,0.2,70.67,0.19,0.66,68.49,128929,5.82,5.74,5.58,5.32,9375607,-107440.83,247.03,21135.9,0.01,0,87.68,2.35,-3.14,367664.31,-499142.31,0.62,185.46
20130607,5.76,5.84,5.77,5.64,5.37,5.16,5.08,5.13,5.2,50.37,55.18,10.36,8.15,18.67,10.36,0.15,0.13,0.02,0.89,1.52,-1.17,0.17,2.8,-2.36,-1.34,-0.51,-0.75,-0.16,0.08,0.12,5.75,-0.28,28.21,51.3,59.71,999.98,-14.95,35.57,1014.94,41.67,50,75.21,103.7,131.67,4.35,-399.16,0.46,0.28,0.24,0.12,26.3,100.88,-0.69,5.49,48.25,35.17,0.28,-98.78,0.29,0.15,25.33,0.18,0.32,24.02,54169,5.83,5.75,5.6,5.33,9321438,-44748.3,219.68,9404.34,-0.02,0,72.02,3.03,-2.58,364645.06,-548600.97,-0.23,17
20130610,5.69,5.79,5.75,5.65,5.38,5.17,5.09,5.13,5.21,46.43,52.56,12.4,9.57,14.44,12.4,0.14,0.13,0,0.89,1.52,-2.37,-1.2,1.08,-0.75,-1.17,-0.82,-0.23,0.3,0.07,0.09,5.76,-0.34,19.23,45.22,52.99,1000.2,-14.95,34.74,1015.15,41.67,50,-4.71,59.54,87.29,23.68,-399.68,0.19,0.27,0.23,0.01,26.56,100,2.52,5.03,45.47,35.59,0.27,-98.96,0.26,0.15,16,0.17,0.38,20.11,31243,5.83,5.76,5.63,5.33,9290195,-27954.26,193.64,5490.86,-0.01,0,60.69,2.35,-3.15,364265.37,-565044.65,-0.36,-34.33
20130611,5.55,5.71,5.72,5.64,5.38,5.18,5.09,5.14,5.21,39.08,47.63,5.8,8.31,-0.8,5.8,0.11,0.13,-0.02,0.89,1.52,-4.61,-3.55,-1.71,1.95,-1.06,-0.37,0.16,0.55,0.06,-0.05,5.75,-0.45,3.75,33.04,42.11,1000.4,-14.96,33.09,1015.35,33.33,50,-81.7,13.02,41.53,10.53,-400.47,0.19,0.26,0.23,-0.13,26.7,99.11,-1.6,4.01,38.9,34.84,0.27,-99.12,0.21,0.18,3.75,0.15,0.18,5.34,23628,5.82,5.75,5.65,5.34,9266567,-16166.53,175.65,4257.3,-0.01,0,60.84,3.03,-2.61,363684.01,-583698.33,-0.45,-50.46
20130613,5.4,5.61,5.66,5.62,5.38,5.18,5.1,5.14,5.21,32.48,42.92,1.48,6.04,-2.84,1.48,0.08,0.12,-0.04,0.89,1.52,-5.26,-5.76,-4.53,3.42,0.5,0.01,0.4,0.36,-0.03,-0.24,5.73,-0.68,3.16,20,30.83,1000.58,-14.97,30.83,1015.55,33.33,45.83,-151.18,-39.45,-9.1,11.54,-401.24,0.13,0.27,0.22,-0.26,26.76,90.15,-3.57,2.85,28.56,32.75,0.26,-99.27,0.15,0.09,3.16,0.14,0.22,6.62,22359,5.7,5.73,5.66,5.34,9244208,-12039.46,180.25,4140.56,-0.01,0,60.75,2.35,-3.18,363079.71,-600897.56,0.21,-53.49
20130614,5.65,5.62,5.66,5.62,5.39,5.19,5.1,5.14,5.21,49.54,51.62,-25.7,-4.54,-52.88,-25.7,0.07,0.11,-0.04,0.89,1.52,0.71,-1.12,-0.47,2.84,1.83,0.65,0.61,0.04,-0.1,-0.16,5.71,-0.72,29.47,41.74,49.62,1000.78,-14.97,29.47,1015.75,41.67,50,-47.5,20.74,48.32,66.67,-400.91,0.12,0.29,0.23,-0.03,26.75,92.62,0.89,2.55,20.75,30.67,0.25,-99.02,0.08,-0.05,29.47,0.12,0.64,7.4,42410,5.61,5.71,5.68,5.35,9286618,21205,202,7506.19,0.01,0,57.9,3.07,-2.61,365043.14,-586760.9,0.89,-8.7
20130617,5.8,5.68,5.68,5.64,5.41,5.2,5.11,5.15,5.22,57.3,56,-38,-15.69,-50.29,-38,0.08,0.1,-0.02,0.89,1.52,3.24,1.35,1.75,0.46,1.89,0.76,0.19,-0.25,-0.11,0.09,5.72,-0.29,45.26,54.78,60,1000.98,-14.96,28.72,1015.94,41.67,54.17,19.71,62.34,86.88,62.5,-400.66,0.12,0.26,0.23,0.06,26.78,100.69,2.84,2.59,16.99,29.13,0.24,-98.87,0.05,-0.05,45.26,0.11,0.66,16.85,27778,5.62,5.72,5.7,5.36,9314396,18518.67,206.73,4789.31,0.01,0,34.68,2.35,-3.15,365780.61,-579816.4,0.5,-36.59
20130618,5.72,5.69,5.69,5.64,5.42,5.21,5.11,5.15,5.22,52.17,53.2,-28.16,-19.85,-18.33,-28.16,0.08,0.1,-0.02,0.89,1.52,1.71,-0.1,0.27,-1.57,1.81,0.11,-0.33,-0.32,-0.1,0.03,5.73,-0.03,36.84,47.83,51.22,1001.18,-14.95,28.13,1016.13,33.33,50,7.18,54.15,77.99,23.33,-401.19,0.15,0.23,0.23,-0.03,26.77,100.53,-1.55,1.95,14.45,27.7,0.21,-99,0.04,-0.07,36.84,0.11,0.55,18.82,25871,5.62,5.73,5.7,5.37,9288525,-18972.07,195.68,4522.9,0,0,40.69,3.07,-2.62,365423.77,-593614.26,-0.56,-41.17
20130619,5.6,5.66,5.67,5.64,5.42,5.21,5.12,5.15,5.22,44.92,49.17,-1.98,-13.89,24.21,-1.98,0.06,0.09,-0.03,0.89,1.52,-0.6,-2.2,-1.67,-1.51,1.6,-0.45,-0.44,0.05,-0.09,0,5.73,0.19,24.21,37.39,37.39,1001.38,-14.95,27.05,1016.33,33.33,50,-45.79,17.2,45.52,5.56,-402.08,0.18,0.19,0.23,-0.16,26.86,100.9,-1.93,1.36,10.98,25.92,0.21,-99.18,0.06,-0.06,24.21,0.11,0.34,9.22,14722,5.63,5.73,5.69,5.38,9273803,-14722,192.17,2628.93,-0.01,0,45.11,2.35,-3.17,365114.91,-606700.49,-0.73,-66.04
20130620,5.46,5.6,5.63,5.62,5.42,5.22,5.12,5.15,5.22,37.6,44.84,3.32,-8.16,8.61,3.32,0.04,0.08,-0.04,0.89,1.52,-3.29,-3.75,-3.84,0.2,0.46,-0.58,-0.09,0.34,-0.03,-0.53,5.67,-0.72,9.47,25.22,25.22,1001.56,-14.97,25.32,1016.52,33.33,45.83,-111.34,-51.69,-8.86,33.33,-402.42,0.12,0.19,0.23,-0.29,26.95,101.11,-4.04,0.53,5.28,23.46,0.21,-99.32,-0.01,-0.11,11.11,0.11,0.27,3.73,12997,5.65,5.67,5.68,5.39,9260806,-10830.83,183.13,2380.4,-0.02,0,48.44,3.07,-2.64,364789.99,-611032.82,-0.46,-66.16
20130621,5.56,5.58,5.62,5.62,5.43,5.22,5.12,5.16,5.22,45.24,48.38,-2.61,-6.31,-8.54,-2.61,0.03,0.07,-0.04,0.89,1.52,-1.21,-1.05,-2.09,1.63,-0.16,0.01,0.44,0.16,0.01,-0.54,5.62,-1.09,26.92,33.33,33.91,1001.72,-15,24.04,1016.72,41.67,45.83,-100.18,-66.12,-14.84,89.06,-401.63,0.32,0.2,0.23,-0.17,27.14,98.41,-0.71,0.34,0.44,20.94,0.2,-99.04,-0.12,-0.19,47.46,0.11,0.51,16.25,24877,5.63,5.62,5.68,5.39,9285683,18657.75,190.8,4474.28,-0.01,-0.01,47.57,2.37,-3.17,365245.61,-591597.66,0.18,-11.17
20130624,5.46,5.54,5.59,5.6,5.43,5.23,5.12,5.16,5.22,39.45,45.22,-13.64,-8.75,-24.67,-13.64,0.02,0.06,-0.04,0.89,1.52,-1.8,-2.31,-3.7,1.89,0.51,0.34,0.06,0.14,-0.03,-0.3,5.59,-0.42,17.31,23.21,25.22,1001.91,-15.01,22.85,1016.92,33.33,41.67,-80.4,-66.91,-8.32,0,-402.63,0.12,0.2,0.23,-0.25,27.01,94.14,-8.85,-1.08,-4.9,18.1,0.21,-99.16,-0.16,-0.27,31.58,0.12,0.24,16.25,7965,5.56,5.59,5.67,5.4,9277718,-7965,180.91,1458.79,0.01,0,31.7,3.07,-2.66,365102.36,-599562.66,-0.87,-65.94
20130625,5.3,5.46,5.54,5.57,5.42,5.23,5.13,5.16,5.23,31.66,40.58,-8.19,-8.57,-2.74,-8.19,-0.01,0.05,-0.06,0.89,1.52,-3.21,-4.5,-6.27,1.35,1.29,-0.1,-0.02,0.16,-0.07,-0.39,5.55,-0.48,1.92,8.93,11.3,1002.09,-15.03,22.47,1017.12,25,37.5,-119.62,-140.89,-53.88,7.14,-403.49,0.21,0.19,0.24,-0.42,26.64,92.66,-13.11,-2.93,-12.3,14.55,0.21,-99.35,-0.21,-0.35,3.51,0.13,0.26,28.41,12563,5.48,5.55,5.65,5.4,9265155,-10170.05,164.13,2370.38,-0.02,-0.01,7.95,2.34,-3.17,364734.21,-610330.95,-0.9,-41.61
20130626,5.33,5.42,5.5,5.55,5.42,5.23,5.13,5.16,5.23,34.56,41.8,-8.04,-8.39,-7.89,-8.04,-0.02,0.03,-0.06,0.89,1.52,-1.7,-3.58,-5.51,1.61,1.88,0.01,0.19,0.23,-0.11,-0.22,5.53,-0.17,4.81,6.6,13.91,1002.25,-15.06,22.12,1017.31,33.33,37.5,-99.17,-137.1,-47.29,17.86,-404.13,0.14,0.19,0.22,-0.4,26.14,95.18,-7.47,-3.63,-19.42,10.77,0.21,-99.32,-0.23,-0.4,8.77,0.14,0.37,28.41,8867,5.42,5.53,5.64,5.4,9274022,-8867,150.23,1663.6,0,-0.01,20.34,3.07,-2.66,364784.4,-616031.16,-0.84,-55.76
20130627,5.56,5.47,5.51,5.55,5.43,5.24,5.13,5.16,5.23,52.97,50.33,-29.46,-15.41,-50.88,-29.46,-0.02,0.02,-0.04,0.89,1.52,2.17,0.29,-1.37,0.91,1.88,0.42,0.46,-0.1,-0.1,0.16,5.54,0.4,31.11,26.92,33.91,1002.39,-15.11,21.29,1017.5,41.67,41.67,-43.79,-83.99,-11.24,100,-403.13,0.2,0.2,0.21,-0.17,25.75,101.83,-2.28,-3.42,-22.12,7.78,0.21,-99.09,-0.19,-0.26,49.12,0.14,0.71,17.84,20099,5.44,5.54,5.64,5.4,9294121,20099,134.72,3614.93,0.01,-0.01,42.33,2.38,-3.17,365651.71,-595932.16,-0.36,1.43
20130628,5.47,5.47,5.5,5.54,5.43,5.24,5.13,5.17,5.23,46.79,47.37,-23.06,-17.96,-16.67,-23.06,-0.02,0.01,-0.04,0.89,1.52,0.85,-1.01,-2.67,-0.12,1.86,0.37,-0.19,-0.17,-0.1,-0.18,5.53,-0.02,32.2,18.27,26.09,1002.54,-15.13,20.25,1017.66,41.67,37.5,-23.12,-71.9,-6,14.29,-403.85,0.14,0.19,0.19,-0.2,25.38,98.38,-1.44,-3.12,-23.42,5.13,0.2,-99.23,-0.19,-0.19,33.33,0.14,0.51,12.15,12847,5.42,5.53,5.62,5.41,9281274,-12847,112.66,2348.63,0.01,0,57.26,3.07,-2.67,365443.76,-605108.59,-0.46,-23.8
20130701,5.51,5.48,5.51,5.54,5.43,5.24,5.14,5.17,5.23,49.91,48.83,-18.53,-18.15,-14,-18.53,-0.02,0.01,-0.03,0.89,1.52,1.4,0.24,-1.78,-1.38,1.16,-0.15,-0.13,-0.18,-0.06,-0.29,5.5,-0.38,40.35,22.12,29.57,1002.68,-15.15,19.47,1017.82,50,41.67,-29.71,-79.01,-16.32,72.73,-403.39,0.11,0.19,0.19,-0.11,25.07,100.92,2.04,-2.32,-23.08,2.95,0.21,-99.15,-0.23,-0.18,46,0.14,0.65,15.77,7519,5.43,5.5,5.61,5.42,9288793,3417.73,130.67,1364.61,-0.01,0,71.52,2.38,-3.16,365498.74,-601690.87,-0.66,-49.31
20130702,5.64,5.53,5.53,5.55,5.44,5.25,5.14,5.17,5.23,59.22,53.41,-4.27,-13.52,10,-4.27,-0.01,0,-0.01,0.89,1.52,2.51,2.75,0.58,-1.33,-0.24,0,-0.05,-0.08,0.01,-0.08,5.49,-0.11,63.16,34.62,40.87,1002.84,-15.14,18.41,1017.98,50,45.83,60.9,-0.77,33.3,75,-402.89,0.18,0.17,0.19,0.05,24.92,106.42,-0.18,-1.99,-19.9,1.63,0.2,-99.02,-0.24,-0.12,80,0.14,0.76,4.9,24333,5.5,5.49,5.61,5.43,9313126,0,125.35,4314.36,0.01,0,77.13,3.1,-2.67,366072.84,-589524.37,-0.43,65.77
20130703,5.48,5.52,5.52,5.54,5.44,5.25,5.14,5.17,5.23,46.46,47.68,11.76,-5.1,27.78,11.76,-0.01,0,-0.01,0.89,1.52,-0.94,0.05,-2.17,-0.81,-0.99,-0.21,-0.24,-0.01,0.06,-0.12,5.48,-0.12,35.09,19.23,26.96,1003.01,-15.14,17.13,1018.15,41.67,41.67,-9.11,-53.39,-5.83,0,-403.89,0.17,0.18,0.19,-0.07,24.84,102.81,-5.52,-2.54,-17.73,0.38,0.2,-99.19,-0.25,-0.1,44.44,0.14,0.35,2.24,12158,5.53,5.48,5.6,5.44,9300968,-12158,127.68,2218.61,-0.01,0,77.12,2.38,-3.19,365727.93,-601682.37,-0.56,-15.7
20130704,5.5,5.51,5.52,5.54,5.44,5.26,5.15,5.18,5.24,48.14,48.43,26.32,5.38,40.89,26.32,-0.02,0,-0.01,0.89,1.52,-0.36,0.35,-1.38,-0.24,-0.71,-0.22,0.01,0.01,0.04,0.04,5.48,0.57,38.6,21.15,28.7,1003.17,-15.14,15.94,1018.31,50,41.67,-0.68,-46.99,-5.3,42.31,-404.05,0.13,0.17,0.18,-0.03,24.8,98.92,-3.85,-2.74,-15.87,-0.71,0.2,-99.17,-0.19,-0.13,48.89,0.13,0.46,2.24,10115,5.52,5.48,5.58,5.45,9311083,-10115,131.69,1839.09,0,0,77.52,3.1,-2.67,365764.85,-603238.52,-0.61,-28.44
20130705,5.46,5.49,5.51,5.53,5.44,5.26,5.15,5.18,5.24,44.77,46.95,33.16,14.64,40,33.16,-0.02,-0.01,-0.01,0.89,1.52,-1.05,-0.2,-1.53,0.54,-0.85,-0.03,-0.03,0.18,0.05,-0.1,5.47,0.44,31.58,17.31,25.22,1003.32,-15.16,15.05,1018.47,50,41.67,-28.03,-67.48,-26.72,0,-405.05,0.1,0.16,0.17,-0.08,24.67,99.82,-2.5,-2.7,-14.83,-1.78,0.2,-99.27,-0.15,-0.11,40,0.1,0.11,6.72,8574,5.52,5.47,5.54,5.45,9302509,-8574,122.87,1570.33,-0.01,0,62.92,2.38,-3.2,365702.49,-611812.52,-0.42,-31.43
20130708,5.4,5.46,5.49,5.52,5.44,5.26,5.15,5.18,5.24,39.77,44.72,25.33,18.2,17.5,25.33,-0.03,-0.01,-0.02,0.89,1.52,-1.75,-1.19,-2.3,0.81,-0.56,-0.09,0.12,0.08,0.03,-0.06,5.46,0.24,24,11.54,20,1003.46,-15.18,14.56,1018.63,50,41.67,-70.6,-84.8,-49.71,15.38,-405.74,0.13,0.15,0.17,-0.13,24.49,98,-1.1,-2.45,-15.07,-3,0.2,-99.4,-0.12,-0.06,17.5,0.09,0.24,13.35,7049,5.5,5.46,5.53,5.46,9295460,-7049,103.4,1305.37,-0.01,0,49.9,3.1,-2.68,365625.03,-616692.6,-0.46,-43.21
20130709,5.43,5.45,5.48,5.51,5.44,5.27,5.15,5.18,5.24,43.55,46.12,12.75,16.38,0.17,12.75,-0.03,-0.01,-0.02,0.89,1.52,-0.44,-0.88,-1.52,1,0.44,0.15,0.11,0.07,-0.02,0.13,5.48,0.52,33.33,14.42,22.61,1003.6,-15.19,14.1,1018.79,50,45.83,-52.53,-75.74,-50.27,37.5,-405.99,0.08,0.14,0.17,-0.07,24.35,96.28,-2.34,-2.44,-15.38,-4.16,0.2,-99.37,-0.07,-0.02,18.92,0.09,0.43,13.35,5969,5.45,5.48,5.51,5.46,9301429,-4476.75,124.7,1099.26,0,0,59.65,2.38,-3.19,365658.19,-618184.85,-0.76,-49.21
20130710,5.37,5.42,5.46,5.5,5.44,5.27,5.16,5.18,5.24,37.85,43.71,4.79,12.52,-3.18,4.79,-0.04,-0.02,-0.02,0.89,1.52,-1.14,-2.04,-2.45,0.73,0.9,0.05,0.01,0.09,-0.05,0.04,5.48,0.26,20,8.65,17.39,1003.74,-15.2,14.02,1018.94,50,41.67,-93.15,-89.68,-71.23,19.23,-406.61,0.13,0.14,0.16,-0.12,24.24,97.99,-1.65,-2.32,-16.46,-5.43,0.2,-99.49,-0.05,0.01,2.7,0.09,0.16,20.33,8832,5.43,5.48,5.5,5.47,9292597,-7473.23,131.62,1644.69,-0.01,0,30.64,3.09,-2.68,365560.6,-623619.92,0.11,-24.83
