,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20140122,26.55,26.39,25.85,25.06,25.26,27,27.69,0.35,0.56,0.91,-0.21,-0.69,66.34,63.76,54.33,50.51,68.47,82.3,85.82,66.76,62.85,83.59,87.03,69.73,59.89,33.69,9.59,4.88,0.41,0.37,0.33,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,114.98,80.56,165.63,113.09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.5,56.45,22.82,9.96,2053179,82285.13,0,0.38,0.95,0.19,7.71,3,-1
20140123,26.5,26.41,25.94,25.1,25.25,26.99,27.68,0.33,0.58,0.91,-0.19,-0.68,64.43,62.87,54.08,50.41,65.38,82.44,86.12,67.75,59.2,82.7,86.73,69.74,60.2,34.68,9.8,4.92,0.37,0.37,0.33,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,55.56,67.44,147.77,107.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.92,53.5,22.12,9.69,2051964,82282.84,-0.19,0.57,-0.38,1.15,7.29,4,1
20140124,26.4,26.45,26.01,25.13,25.24,26.97,27.68,0.3,0.58,0.88,-0.17,-0.67,60.57,61.1,53.58,50.2,58.22,81.24,85.71,68.12,43.89,78.85,84.89,68.87,58.07,35.06,9.96,4.95,0.37,0.38,0.33,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-53.33,48.1,127.41,98.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.94,42.22,19.36,8.62,2050370,82276.83,-0.38,-0.56,-0.19,1.15,6.02,5,-1
20140127,26,26.4,26.06,25.16,25.23,26.96,27.68,0.24,0.56,0.8,-0.16,-0.66,47.83,54.6,51.63,49.36,46.12,76.47,82.87,66.85,21.94,66.93,77.19,64.29,53.8,34.79,10.06,4.97,0.37,0.39,0.33,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-212.96,-1.89,88.32,70.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.36,29.67,16.03,7.3,2048792,82252.92,-1.52,-2.07,-1.33,-1.89,3.79,1,-1
20140205,25.95,26.36,26.11,25.19,25.22,26.94,27.68,0.19,0.53,0.72,-0.15,-0.65,46.48,53.84,51.4,49.26,39.35,70.88,79.41,65.14,25.79,59.71,72.49,61.72,49.81,33.61,10.06,4.97,0.39,0.4,0.34,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-200.25,-40.78,65.55,55.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.88,11.1,10.39,4.99,2047226,82249.9,-0.19,-2.08,-2.26,-1.14,4.01,3,-1
20140206,26.5,26.39,26.19,25.23,25.22,26.93,27.68,0.2,0.55,0.74,-0.13,-0.64,60.26,60.2,53.77,50.41,42.26,70.37,79.43,66.52,48.08,69.33,79.47,69.27,46.55,33.23,10.16,4.99,0.43,0.43,0.34,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,9.43,45.47,116.52,107.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.21,25.98,15.93,7.67,2049786,82304.16,2.12,0.38,-0.19,0.76,6,4,-1
20140207,27.45,26.47,26.3,25.29,25.22,26.92,27.68,0.28,0.61,0.89,-0.1,-0.62,73.41,68.18,57.43,52.29,51.63,74.13,82.18,71.89,70.38,81.67,87.68,82.63,46.2,33.64,10.38,5.04,0.48,0.47,0.36,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,238.68,202.48,185.18,180.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.1,41.45,23.18,11.44,2060322,82681.87,3.58,5.58,3.58,3.2,8.71,5,1
20140210,27.35,26.56,26.41,25.34,25.22,26.9,27.68,0.33,0.66,0.99,-0.07,-0.6,70.67,66.7,56.95,52.08,59.48,76.87,84.12,76.47,75.19,82.34,88,85.62,46.3,34.16,10.62,5.1,0.5,0.49,0.37,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,179.64,250.63,191.99,197.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.17,44.18,24.64,12.24,2056585,82668.25,-0.36,5.39,3.6,3.4,8.96,1,1
20140211,27.3,26.66,26.5,25.39,25.23,26.89,27.68,0.35,0.7,1.05,-0.04,-0.58,69.24,65.94,56.71,51.97,65.15,77.93,85.25,79.8,76.48,80.06,87.5,86.48,45.82,34.49,10.83,5.16,0.51,0.48,0.37,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,107.54,190.7,169.95,184.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.54,40.73,23.44,11.73,2055197,82665.72,-0.18,3.02,5,3.61,6.85,2,1
20140212,27.55,26.76,26.57,25.45,25.23,26.88,27.68,0.39,0.75,1.14,-0.01,-0.56,72.35,67.86,57.62,52.46,69.25,78.37,85.87,82.13,77.46,79.25,87.13,86.77,46.5,35.17,11.11,5.23,0.56,0.49,0.38,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,117.49,214.17,191.92,215.11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.63,47.94,27.35,13.91,2059792,82707.8,0.92,0.36,6.17,3.77,5.56,3,1
20140213,27.25,26.82,26.61,25.5,25.23,26.87,27.68,0.38,0.77,1.15,0.01,-0.54,63.75,63.36,56.17,51.83,70.19,76.57,84.8,82.55,72.06,72.96,82.67,83.39,46.03,35.47,11.34,5.29,0.57,0.49,0.38,0.36,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,62.43,126.72,156.34,185.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.76,41.36,24.99,12.89,2058193,82690.38,-1.09,-0.37,2.83,2.64,2.83,4,1
20140214,26.85,26.86,26.64,25.54,25.23,26.85,27.68,0.33,0.76,1.09,0.03,-0.53,54.2,57.97,54.32,51,67.3,71.7,81.42,80.69,61.52,61.97,74.67,76.99,43.67,35.16,11.49,5.34,0.61,0.49,0.39,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,20.46,63.37,123.9,157.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.4,29.24,20.45,10.89,2055589,82652.16,-1.47,-1.65,-2.19,1.32,2.48,5,-1
20140217,26.85,26.9,26.68,25.58,25.23,26.84,27.68,0.29,0.75,1.04,0.05,-0.52,54.2,57.97,54.32,51,63.62,66.62,77.84,78.39,56.25,56.47,70.67,73.79,41.31,34.79,11.63,5.39,0.6,0.48,0.38,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-3.78,33.05,106.42,143.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.13,27.8,19.9,10.64,2055589,82652.16,0,-2.54,-1.83,1.7,2.87,1,-1
20140218,27.1,27.02,26.71,25.62,25.24,26.82,27.68,0.28,0.76,1.03,0.06,-0.5,58.94,60.31,55.27,51.49,61.92,63.96,75.89,77.3,58.52,58.63,72,75.13,40.08,34.68,11.8,5.44,0.62,0.49,0.38,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,11.49,58.2,116.86,160.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.94,32.55,22.08,11.83,2057933,82673.98,0.93,-0.55,-0.73,4.23,2.26,2,-1
20140219,26.95,27.11,26.74,25.66,25.24,26.81,27.68,0.25,0.75,1,0.08,-0.49,55.14,58.26,54.58,51.18,58.11,61.56,74.15,76.21,50.51,56.77,70.67,74.04,38.7,34.5,11.97,5.49,0.6,0.49,0.38,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-49.57,29.85,100.69,147.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.36,31.04,21.52,11.58,2056212,82664.46,-0.55,0.37,-2.18,3.85,2.67,3,1
20140220,27.6,27.23,26.81,25.71,25.25,26.8,27.68,0.28,0.78,1.06,0.11,-0.47,65.78,63.86,56.96,52.43,57.88,63.9,75.66,77.85,57.4,68.58,78.67,81.14,39.22,34.82,12.21,5.56,0.62,0.53,0.39,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,58.76,93.8,130.95,185.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.86,40.97,26.35,14.28,2061974,82803.43,2.41,2.79,1.28,4.15,4.94,4,1
20140221,27.6,27.24,26.86,25.75,25.25,26.79,27.68,0.3,0.8,1.11,0.13,-0.45,65.78,63.86,56.96,52.43,58.41,67.43,77.99,80.13,59.47,74.49,82.67,84.69,39.89,35.19,12.45,5.64,0.55,0.51,0.4,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,117.82,121.38,145.54,206.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.9,42.22,27,14.66,2061974,82803.43,0,1.85,2.79,0.55,3.76,5,1
20140224,27.2,27.23,26.89,25.8,25.25,26.78,27.68,0.28,0.8,1.07,0.15,-0.44,55.73,58.51,55.12,51.6,53.98,68.15,78.39,80.67,45.12,69.6,79.17,81.75,38.46,34.96,12.62,5.7,0.55,0.52,0.4,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,28.75,68.6,117.27,178.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.61,30.57,22.59,12.66,2058512,82753.26,-1.45,0.93,1.3,-0.55,2.84,1,1
20140225,27.2,27.21,26.93,25.85,25.26,26.77,27.67,0.25,0.79,1.04,0.16,-0.43,55.73,58.51,55.12,51.6,48.63,67.82,78.01,80.54,37.94,67.15,77.26,80.29,36.49,34.54,12.76,5.75,0.53,0.52,0.4,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-25.35,35.25,98.9,159.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.73,26.48,20.98,11.93,2058512,82753.26,0,-1.45,0.37,-0.37,3.23,2,-1
20140226,27.1,27.17,26.96,25.89,25.26,26.76,27.67,0.22,0.78,1,0.17,-0.41,53.23,57.18,54.66,51.4,43.09,66.53,76.98,79.82,32.02,63.97,74.93,78.38,34.71,34.13,12.9,5.8,0.48,0.52,0.4,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-18.71,28.73,94.38,156.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.73,26.48,20.98,11.93,2056856,82747.17,-0.37,-1.81,0.56,-1.63,2.07,3,-1
20140227,27.2,27.16,26.99,25.93,25.28,26.74,27.66,0.2,0.77,0.97,0.19,-0.4,55.45,58.18,55.04,51.59,39.86,65.8,76.37,79.42,33.4,64.34,75.14,78.6,33.11,33.75,13.03,5.85,0.46,0.51,0.4,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-7.49,28.02,92.47,153.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.73,26.48,20.98,11.93,2057942,82751.18,0.37,0,-1.45,-0.18,2.45,4,-1
20140303,27,27.18,27.02,25.96,25.3,26.73,27.65,0.17,0.74,0.91,0.2,-0.39,50.15,55.46,54.12,51.18,35.04,64.07,75.08,78.4,25.4,60.6,72.5,76.36,30.59,33.09,13.13,5.89,0.42,0.51,0.4,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-67.9,-4.06,77.56,135.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.92,20.6,18.8,10.94,2056772,82742.57,-0.74,-0.74,-2.17,0.56,1.89,1,-1
20140304,26.75,27.17,27.04,25.99,25.32,26.72,27.64,0.12,0.7,0.82,0.2,-0.38,44.26,52.25,52.99,50.67,28.26,60.65,72.64,76.36,14.7,53.83,67.76,72.3,27.73,32.19,13.19,5.93,0.42,0.51,0.39,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-139.78,-50.23,59.56,115.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,14.98,16.66,9.96,2055622,82731.93,-0.93,-1.29,-1.65,-0.37,1.33,2,-1
20140305,27.1,27.17,27.09,26.02,25.34,26.7,27.63,0.11,0.69,0.8,0.21,-0.37,52.87,56,54.35,51.35,26.62,59.54,71.82,75.7,23.35,57.31,70.18,74.38,25.26,31.43,13.26,5.97,0.4,0.51,0.39,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-57.39,-21.12,73.25,128.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.96,17.02,17.42,10.36,2057060,82750.74,1.31,-0.37,-0.37,0,4.23,3,-1
20140306,27,27.17,27.15,26.04,25.35,26.69,27.62,0.09,0.67,0.76,0.22,-0.36,50.4,54.71,53.9,51.15,25.64,56.74,71.22,75.22,23.67,51.15,70.02,74.25,22.76,30.64,13.32,6,0.39,0.49,0.39,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-76.02,-58.19,67.48,121.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,15.56,16.88,10.11,2055546,82745.15,-0.37,0,-0.37,0.19,4.05,4,1
20140307,26.85,27.1,27.16,26.06,25.36,26.67,27.61,0.07,0.64,0.71,0.23,-0.35,46.76,52.78,53.22,50.84,23.04,48.14,70.11,74.29,17.84,30.93,67.89,72.42,21.06,29.99,13.39,6.04,0.32,0.47,0.39,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-66.67,-80.13,64.3,117.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.75,17.72,17.65,10.51,2054016,82736.65,-0.56,0.37,-1.29,-2.72,1.32,5,1
20140310,26.75,27.01,27.13,26.08,25.37,26.66,27.6,0.04,0.61,0.64,0.23,-0.34,44.38,51.51,52.78,50.64,19.09,37.84,68.56,72.97,11.19,17.25,65.45,70.33,18.99,29.22,13.44,6.07,0.31,0.43,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-118.4,-119.54,50.62,102.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.35,14.64,16.55,10.02,2053083,82733.18,-0.37,-1.29,-0.93,-3.08,-2.55,1,1
20140311,27,26.99,27.11,26.11,25.39,26.65,27.59,0.03,0.59,0.62,0.24,-0.33,51.26,54.4,53.76,51.13,22.28,31.68,68.26,72.72,28.67,19.34,67.66,72.22,18.44,28.77,13.53,6.11,0.29,0.42,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-13.33,-51.86,63.49,114.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.52,20.14,18.48,11.03,2054675,82748.06,0.93,0,0.93,-0.74,-1.28,2,-1
20140312,27.1,26.98,27.1,26.14,25.4,26.64,27.58,0.04,0.58,0.62,0.25,-0.32,53.8,55.52,54.15,51.33,28.52,29.1,68.88,73.26,41,23.96,70.13,74.35,19.29,28.64,13.65,6.16,0.3,0.42,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,102.08,9.42,74.91,124.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.98,26.15,20.72,12.22,2057375,82758.06,0.37,0.93,0,-0.37,-0.73,3,1
20140313,27.15,26.99,27.08,26.18,25.42,26.63,27.57,0.05,0.57,0.62,0.25,-0.31,55.1,56.09,54.35,51.43,35.85,29.39,69.94,74.17,50.5,29.98,72.05,76,20.06,28.51,13.77,6.21,0.3,0.39,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,77.6,2.62,69.52,117.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.98,26.15,20.72,12.22,2058741,82760.58,0.18,1.5,0.56,0.18,-1.45,4,1
20140314,26.85,26.95,27.06,26.21,25.44,26.61,27.56,0.03,0.55,0.58,0.26,-0.3,46.4,51.91,52.97,50.8,35.65,26.59,69.59,73.88,35.25,20.99,68.9,73.29,19,27.99,13.83,6.25,0.32,0.39,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-89.04,-100,46.92,95.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.45,17.95,17.93,10.96,2057616,82748.15,-1.1,-0.56,0,-1.29,-1.47,5,-1
20140317,27.05,26.96,27.07,26.25,25.45,26.6,27.55,0.03,0.53,0.57,0.26,-0.29,52.01,54.3,53.76,51.2,37.42,25.89,69.75,74.02,40.96,24.49,70.07,74.29,18.57,27.59,13.92,6.3,0.31,0.37,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,5.95,-44.01,55.78,102.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.69,20.14,18.7,11.36,2058466,82754.48,0.74,-0.18,1.12,0.19,0.74,1,-1
20140318,26.95,26.98,27.08,26.29,25.46,26.58,27.55,0.02,0.52,0.54,0.27,-0.28,49.15,52.92,53.31,50.99,36.53,24.68,69.59,73.88,34.77,22.25,69.28,73.62,19.36,27.48,14.03,6.35,0.33,0.38,0.39,0.35,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,18.44,-33.82,57.15,102.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.49,25.37,20.58,12.36,2056652,82747.77,-0.37,-0.74,-0.19,0.75,0.37,2,1
20140319,26.75,26.95,27.06,26.32,25.48,26.57,27.53,0,0.48,0.49,0.27,-0.27,43.8,50.22,52.4,50.58,32.23,21.44,68.45,72.9,23.63,14.97,66.15,70.93,19.01,27.13,14.11,6.39,0.33,0.37,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-121.75,-107.34,38.22,85.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.81,20.39,18.9,11.6,2055215,82737.11,-0.74,-0.37,-1.29,-1.29,-1.29,3,1
20140320,26.8,26.93,27.05,26.36,25.49,26.56,27.52,-0.01,0.46,0.45,0.27,-0.27,45.45,50.88,52.6,50.68,29.35,19.26,67.39,71.99,23.58,14.89,65.27,70.17,18.33,26.71,14.18,6.43,0.33,0.36,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-117.86,-121.65,30.96,79.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.3,18.73,18.34,11.34,2056403,82739.33,0.19,-0.92,-1.29,-0.74,-0.56,4,-1
20140321,26.85,26.93,27.01,26.4,25.51,26.55,27.51,-0.02,0.44,0.42,0.27,-0.26,47.17,51.55,52.81,50.78,28.4,18.41,66.76,71.45,26.5,16.71,65.51,70.38,18.54,26.48,14.27,6.48,0.32,0.32,0.39,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-58.23,-87.57,36.67,83.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.35,22.11,19.49,11.95,2057217,82740.85,0.19,-0.37,0,0,-2.72,5,-1
20140324,26.6,26.91,26.96,26.43,25.52,26.53,27.5,-0.04,0.4,0.36,0.27,-0.25,40.13,48.08,51.66,50.26,27.7,18.39,65.24,70.15,26.29,18.35,62.21,67.54,16.96,25.69,14.29,6.51,0.36,0.33,0.4,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-146.95,-181.88,11.23,66.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.79,10.79,15.62,10.18,2056311,82732.41,-0.93,-0.56,-1.66,-0.56,-3.62,1,-1
20140325,27.4,26.95,26.97,26.48,25.54,26.52,27.49,0.01,0.42,0.43,0.28,-0.24,60.89,57.68,54.86,51.86,38.79,31.26,67.33,71.94,60.97,57,71.51,75.54,17.91,25.63,14.39,6.56,0.4,0.34,0.41,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,93.85,89.71,68.11,102.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.41,24.48,20.49,12.76,2060588,82861.04,3.01,2.24,1.67,1.48,0.74,2,-1
20140326,27.45,26.99,26.99,26.53,25.56,26.51,27.48,0.05,0.44,0.49,0.29,-0.23,61.81,58.19,55.05,51.95,48.39,42.71,70.47,74.67,67.58,65.6,76.73,80.12,19.95,25.92,14.54,6.62,0.4,0.35,0.41,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,191.53,239.58,107.64,124.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38.37,31.31,23.26,14.28,2065153,82869.37,0.18,2.23,2.62,1.29,0.92,3,1
20140327,27.35,27.01,27,26.57,25.58,26.5,27.47,0.07,0.45,0.52,0.3,-0.22,58.74,56.76,54.58,51.74,54.81,50.69,72.86,76.86,67.66,66.67,77.65,81.24,20.39,25.82,14.64,6.68,0.42,0.36,0.41,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,104.89,138.61,83.6,108.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,24.33,23.94,20.59,13.04,2063316,82862.68,-0.36,2.82,2.05,0.74,0.92,4,1
20140328,27.3,27.05,27,26.62,25.6,26.49,27.46,0.08,0.45,0.53,0.3,-0.21,57.16,56.03,54.35,51.64,58.57,55.66,74.37,78.31,66.09,65.59,77.4,81.21,20.78,25.72,14.74,6.73,0.4,0.36,0.42,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,74.61,118.58,78.79,104.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.33,23.94,20.59,13.04,2061654,82859.64,-0.18,-0.36,1.68,1.68,0.37,5,-1
